filename,visibility_m,scene_id,source_dataset,beta,clear_image,depth_map
images/frida_scene000007_v0800.png,800.0,000007,frida,0.0048900287567851825,LIma-000007.png,Dmap-000007.fdd
images/frida_scene000008_v0050.png,50.0,000008,frida,0.07824046010856292,LIma-000008.png,Dmap-000008.fdd
images/frida_scene000008_v0080.png,80.0,000008,frida,0.04890028756785182,LIma-000008.png,Dmap-000008.fdd
images/frida_scene000008_v0100.png,100.0,000008,frida,0.03912023005428146,LIma-000008.png,Dmap-000008.fdd
images/frida_scene000008_v0150.png,150.0,000008,frida,0.026080153369520975,LIma-000008.png,Dmap-000008.fdd
images/frida_scene000008_v0200.png,200.0,000008,frida,0.01956011502714073,LIma-000008.png,Dmap-000008.fdd
images/frida_scene000008_v0300.png,300.0,000008,frida,0.013040076684760487,LIma-000008.png,Dmap-000008.fdd
images/frida_scene000008_v0500.png,500.0,000008,frida,0.007824046010856293,LIma-000008.png,Dmap-000008.fdd
images/frida_scene000008_v0800.png,800.0,000008,frida,0.0048900287567851825,LIma-000008.png,Dmap-000008.fdd
images/frida_scene000009_v0050.png,50.0,000009,frida,0.07824046010856292,LIma-000009.png,Dmap-000009.fdd
images/frida_scene000009_v0080.png,80.0,000009,frida,0.04890028756785182,LIma-000009.png,Dmap-000009.fdd
images/frida_scene000009_v0100.png,100.0,000009,frida,0.03912023005428146,LIma-000009.png,Dmap-000009.fdd
images/frida_scene000009_v0150.png,150.0,000009,frida,0.026080153369520975,LIma-000009.png,Dmap-000009.fdd
images/frida_scene000009_v0200.png,200.0,000009,frida,0.01956011502714073,LIma-000009.png,Dmap-000009.fdd
images/frida_scene000009_v0300.png,300.0,000009,frida,0.013040076684760487,LIma-000009.png,Dmap-000009.fdd
images/frida_scene000009_v0500.png,500.0,000009,frida,0.007824046010856293,LIma-000009.png,Dmap-000009.fdd
images/frida_scene000009_v0800.png,800.0,000009,frida,0.0048900287567851825,LIma-000009.png,Dmap-000009.fdd
images/frida_scene000010_v0050.png,50.0,000010,frida,0.07824046010856292,LIma-000010.png,Dmap-000010.fdd
images/frida_scene000010_v0080.png,80.0,000010,frida,0.04890028756785182,LIma-000010.png,Dmap-000010.fdd
images/frida_scene000010_v0100.png,100.0,000010,frida,0.03912023005428146,LIma-000010.png,Dmap-000010.fdd
images/frida_scene000010_v0150.png,150.0,000010,frida,0.026080153369520975,LIma-000010.png,Dmap-000010.fdd
images/frida_scene000010_v0200.png,200.0,000010,frida,0.01956011502714073,LIma-000010.png,Dmap-000010.fdd
images/frida_scene000010_v0300.png,300.0,000010,frida,0.013040076684760487,LIma-000010.png,Dmap-000010.fdd
images/frida_scene000010_v0500.png,500.0,000010,frida,0.007824046010856293,LIma-000010.png,Dmap-000010.fdd
images/frida_scene000010_v0800.png,800.0,000010,frida,0.0048900287567851825,LIma-000010.png,Dmap-000010.fdd
images/frida_scene000011_v0050.png,50.0,000011,frida,0.07824046010856292,LIma-000011.png,Dmap-000011.fdd
images/frida_scene000011_v0080.png,80.0,000011,frida,0.04890028756785182,LIma-000011.png,Dmap-000011.fdd
images/frida_scene000011_v0100.png,100.0,000011,frida,0.03912023005428146,LIma-000011.png,Dmap-000011.fdd
images/frida_scene000011_v0150.png,150.0,000011,frida,0.026080153369520975,LIma-000011.png,Dmap-000011.fdd
images/frida_scene000011_v0200.png,200.0,000011,frida,0.01956011502714073,LIma-000011.png,Dmap-000011.fdd
images/frida_scene000011_v0300.png,300.0,000011,frida,0.013040076684760487,LIma-000011.png,Dmap-000011.fdd
images/frida_scene000011_v0500.png,500.0,000011,frida,0.007824046010856293,LIma-000011.png,Dmap-000011.fdd
images/frida_scene000011_v0800.png,800.0,000011,frida,0.0048900287567851825,LIma-000011.png,Dmap-000011.fdd
images/frida_scene000012_v0050.png,50.0,000012,frida,0.07824046010856292,LIma-000012.png,Dmap-000012.fdd
images/frida_scene000012_v0080.png,80.0,000012,frida,0.04890028756785182,LIma-000012.png,Dmap-000012.fdd
images/frida_scene000012_v0100.png,100.0,000012,frida,0.03912023005428146,LIma-000012.png,Dmap-000012.fdd
images/frida_scene000012_v0150.png,150.0,000012,frida,0.026080153369520975,LIma-000012.png,Dmap-000012.fdd
images/frida_scene000012_v0200.png,200.0,000012,frida,0.01956011502714073,LIma-000012.png,Dmap-000012.fdd
images/frida_scene000012_v0300.png,300.0,000012,frida,0.013040076684760487,LIma-000012.png,Dmap-000012.fdd
images/frida_scene000012_v0500.png,500.0,000012,frida,0.007824046010856293,LIma-000012.png,Dmap-000012.fdd
images/frida_scene000012_v0800.png,800.0,000012,frida,0.0048900287567851825,LIma-000012.png,Dmap-000012.fdd
images/frida_scene000013_v0050.png,50.0,000013,frida,0.07824046010856292,LIma-000013.png,Dmap-000013.fdd
images/frida_scene000013_v0080.png,80.0,000013,frida,0.04890028756785182,LIma-000013.png,Dmap-000013.fdd
images/frida_scene000013_v0100.png,100.0,000013,frida,0.03912023005428146,LIma-000013.png,Dmap-000013.fdd
images/frida_scene000013_v0150.png,150.0,000013,frida,0.026080153369520975,LIma-000013.png,Dmap-000013.fdd
images/frida_scene000013_v0200.png,200.0,000013,frida,0.01956011502714073,LIma-000013.png,Dmap-000013.fdd
images/frida_scene000013_v0300.png,300.0,000013,frida,0.013040076684760487,LIma-000013.png,Dmap-000013.fdd
images/frida_scene000013_v0500.png,500.0,000013,frida,0.007824046010856293,LIma-000013.png,Dmap-000013.fdd
images/frida_scene000013_v0800.png,800.0,000013,frida,0.0048900287567851825,LIma-000013.png,Dmap-000013.fdd
images/frida_scene000014_v0050.png,50.0,000014,frida,0.07824046010856292,LIma-000014.png,Dmap-000014.fdd
images/frida_scene000014_v0080.png,80.0,000014,frida,0.04890028756785182,LIma-000014.png,Dmap-000014.fdd
images/frida_scene000014_v0100.png,100.0,000014,frida,0.03912023005428146,LIma-000014.png,Dmap-000014.fdd
images/frida_scene000014_v0150.png,150.0,000014,frida,0.026080153369520975,LIma-000014.png,Dmap-000014.fdd
images/frida_scene000014_v0200.png,200.0,000014,frida,0.01956011502714073,LIma-000014.png,Dmap-000014.fdd
images/frida_scene000014_v0300.png,300.0,000014,frida,0.013040076684760487,LIma-000014.png,Dmap-000014.fdd
images/frida_scene000014_v0500.png,500.0,000014,frida,0.007824046010856293,LIma-000014.png,Dmap-000014.fdd
images/frida_scene000014_v0800.png,800.0,000014,frida,0.0048900287567851825,LIma-000014.png,Dmap-000014.fdd
images/frida_scene000015_v0050.png,50.0,000015,frida,0.07824046010856292,LIma-000015.png,Dmap-000015.fdd
images/frida_scene000015_v0080.png,80.0,000015,frida,0.04890028756785182,LIma-000015.png,Dmap-000015.fdd
images/frida_scene000015_v0100.png,100.0,000015,frida,0.03912023005428146,LIma-000015.png,Dmap-000015.fdd
images/frida_scene000015_v0150.png,150.0,000015,frida,0.026080153369520975,LIma-000015.png,Dmap-000015.fdd
images/frida_scene000015_v0200.png,200.0,000015,frida,0.01956011502714073,LIma-000015.png,Dmap-000015.fdd
images/frida_scene000015_v0300.png,300.0,000015,frida,0.013040076684760487,LIma-000015.png,Dmap-000015.fdd
images/frida_scene000015_v0500.png,500.0,000015,frida,0.007824046010856293,LIma-000015.png,Dmap-000015.fdd
images/frida_scene000015_v0800.png,800.0,000015,frida,0.0048900287567851825,LIma-000015.png,Dmap-000015.fdd
images/frida_scene000016_v0050.png,50.0,000016,frida,0.07824046010856292,LIma-000016.png,Dmap-000016.fdd
images/frida_scene000016_v0080.png,80.0,000016,frida,0.04890028756785182,LIma-000016.png,Dmap-000016.fdd
images/frida_scene000016_v0100.png,100.0,000016,frida,0.03912023005428146,LIma-000016.png,Dmap-000016.fdd
images/frida_scene000016_v0150.png,150.0,000016,frida,0.026080153369520975,LIma-000016.png,Dmap-000016.fdd
images/frida_scene000016_v0200.png,200.0,000016,frida,0.01956011502714073,LIma-000016.png,Dmap-000016.fdd
images/frida_scene000016_v0300.png,300.0,000016,frida,0.013040076684760487,LIma-000016.png,Dmap-000016.fdd
images/frida_scene000016_v0500.png,500.0,000016,frida,0.007824046010856293,LIma-000016.png,Dmap-000016.fdd
images/frida_scene000016_v0800.png,800.0,000016,frida,0.0048900287567851825,LIma-000016.png,Dmap-000016.fdd
images/frida_scene000017_v0050.png,50.0,000017,frida,0.07824046010856292,LIma-000017.png,Dmap-000017.fdd
images/frida_scene000017_v0080.png,80.0,000017,frida,0.04890028756785182,LIma-000017.png,Dmap-000017.fdd
images/frida_scene000017_v0100.png,100.0,000017,frida,0.03912023005428146,LIma-000017.png,Dmap-000017.fdd
images/frida_scene000017_v0150.png,150.0,000017,frida,0.026080153369520975,LIma-000017.png,Dmap-000017.fdd
images/frida_scene000017_v0200.png,200.0,000017,frida,0.01956011502714073,LIma-000017.png,Dmap-000017.fdd
images/frida_scene000017_v0300.png,300.0,000017,frida,0.013040076684760487,LIma-000017.png,Dmap-000017.fdd
images/frida_scene000017_v0500.png,500.0,000017,frida,0.007824046010856293,LIma-000017.png,Dmap-000017.fdd
images/frida_scene000017_v0800.png,800.0,000017,frida,0.0048900287567851825,LIma-000017.png,Dmap-000017.fdd
images/frida_scene000018_v0050.png,50.0,000018,frida,0.07824046010856292,LIma-000018.png,Dmap-000018.fdd
images/frida_scene000018_v0080.png,80.0,000018,frida,0.04890028756785182,LIma-000018.png,Dmap-000018.fdd
images/frida_scene000018_v0100.png,100.0,000018,frida,0.03912023005428146,LIma-000018.png,Dmap-000018.fdd
images/frida_scene000018_v0150.png,150.0,000018,frida,0.026080153369520975,LIma-000018.png,Dmap-000018.fdd
images/frida_scene000018_v0200.png,200.0,000018,frida,0.01956011502714073,LIma-000018.png,Dmap-000018.fdd
images/frida_scene000018_v0300.png,300.0,000018,frida,0.013040076684760487,LIma-000018.png,Dmap-000018.fdd
images/frida_scene000018_v0500.png,500.0,000018,frida,0.007824046010856293,LIma-000018.png,Dmap-000018.fdd
images/frida_scene000018_v0800.png,800.0,000018,frida,0.0048900287567851825,LIma-000018.png,Dmap-000018.fdd
images/frida2_scene000001_v0050.png,50.0,000001,frida2,0.07824046010856292,LIma-000001.png,LDep-000001.fdd
images/frida2_scene000001_v0080.png,80.0,000001,frida2,0.04890028756785182,LIma-000001.png,LDep-000001.fdd
images/frida2_scene000001_v0100.png,100.0,000001,frida2,0.03912023005428146,LIma-000001.png,LDep-000001.fdd
images/frida2_scene000001_v0150.png,150.0,000001,frida2,0.026080153369520975,LIma-000001.png,LDep-000001.fdd
images/frida2_scene000001_v0200.png,200.0,000001,frida2,0.01956011502714073,LIma-000001.png,LDep-000001.fdd
images/frida2_scene000001_v0300.png,300.0,000001,frida2,0.013040076684760487,LIma-000001.png,LDep-000001.fdd
images/frida2_scene000001_v0500.png,500.0,000001,frida2,0.007824046010856293,LIma-000001.png,LDep-000001.fdd
images/frida2_scene000001_v0800.png,800.0,000001,frida2,0.0048900287567851825,LIma-000001.png,LDep-000001.fdd
images/frida2_scene000002_v0050.png,50.0,000002,frida2,0.07824046010856292,LIma-000002.png,LDep-000002.fdd
images/frida2_scene000002_v0080.png,80.0,000002,frida2,0.04890028756785182,LIma-000002.png,LDep-000002.fdd
images/frida2_scene000002_v0100.png,100.0,000002,frida2,0.03912023005428146,LIma-000002.png,LDep-000002.fdd
images/frida2_scene000002_v0150.png,150.0,000002,frida2,0.026080153369520975,LIma-000002.png,LDep-000002.fdd
images/frida2_scene000002_v0200.png,200.0,000002,frida2,0.01956011502714073,LIma-000002.png,LDep-000002.fdd
images/frida2_scene000002_v0300.png,300.0,000002,frida2,0.013040076684760487,LIma-000002.png,LDep-000002.fdd
images/frida2_scene000002_v0500.png,500.0,000002,frida2,0.007824046010856293,LIma-000002.png,LDep-000002.fdd
images/frida2_scene000002_v0800.png,800.0,000002,frida2,0.0048900287567851825,LIma-000002.png,LDep-000002.fdd
images/frida2_scene000003_v0050.png,50.0,000003,frida2,0.07824046010856292,LIma-000003.png,LDep-000003.fdd
images/frida2_scene000003_v0080.png,80.0,000003,frida2,0.04890028756785182,LIma-000003.png,LDep-000003.fdd
images/frida2_scene000003_v0100.png,100.0,000003,frida2,0.03912023005428146,LIma-000003.png,LDep-000003.fdd
images/frida2_scene000003_v0150.png,150.0,000003,frida2,0.026080153369520975,LIma-000003.png,LDep-000003.fdd
images/frida2_scene000003_v0200.png,200.0,000003,frida2,0.01956011502714073,LIma-000003.png,LDep-000003.fdd
images/frida2_scene000003_v0300.png,300.0,000003,frida2,0.013040076684760487,LIma-000003.png,LDep-000003.fdd
images/frida2_scene000003_v0500.png,500.0,000003,frida2,0.007824046010856293,LIma-000003.png,LDep-000003.fdd
images/frida2_scene000003_v0800.png,800.0,000003,frida2,0.0048900287567851825,LIma-000003.png,LDep-000003.fdd
images/frida2_scene000004_v0050.png,50.0,000004,frida2,0.07824046010856292,LIma-000004.png,LDep-000004.fdd
images/frida2_scene000004_v0080.png,80.0,000004,frida2,0.04890028756785182,LIma-000004.png,LDep-000004.fdd
images/frida2_scene000004_v0100.png,100.0,000004,frida2,0.03912023005428146,LIma-000004.png,LDep-000004.fdd
images/frida2_scene000004_v0150.png,150.0,000004,frida2,0.026080153369520975,LIma-000004.png,LDep-000004.fdd
images/frida2_scene000004_v0200.png,200.0,000004,frida2,0.01956011502714073,LIma-000004.png,LDep-000004.fdd
images/frida2_scene000004_v0300.png,300.0,000004,frida2,0.013040076684760487,LIma-000004.png,LDep-000004.fdd
images/frida2_scene000004_v0500.png,500.0,000004,frida2,0.007824046010856293,LIma-000004.png,LDep-000004.fdd
images/frida2_scene000004_v0800.png,800.0,000004,frida2,0.0048900287567851825,LIma-000004.png,LDep-000004.fdd
images/frida2_scene000005_v0050.png,50.0,000005,frida2,0.07824046010856292,LIma-000005.png,LDep-000005.fdd
images/frida2_scene000005_v0080.png,80.0,000005,frida2,0.04890028756785182,LIma-000005.png,LDep-000005.fdd
images/frida2_scene000005_v0100.png,100.0,000005,frida2,0.03912023005428146,LIma-000005.png,LDep-000005.fdd
images/frida2_scene000005_v0150.png,150.0,000005,frida2,0.026080153369520975,LIma-000005.png,LDep-000005.fdd
images/frida2_scene000005_v0200.png,200.0,000005,frida2,0.01956011502714073,LIma-000005.png,LDep-000005.fdd
images/frida2_scene000005_v0300.png,300.0,000005,frida2,0.013040076684760487,LIma-000005.png,LDep-000005.fdd
images/frida2_scene000005_v0500.png,500.0,000005,frida2,0.007824046010856293,LIma-000005.png,LDep-000005.fdd
images/frida2_scene000005_v0800.png,800.0,000005,frida2,0.0048900287567851825,LIma-000005.png,LDep-000005.fdd
images/frida2_scene000006_v0050.png,50.0,000006,frida2,0.07824046010856292,LIma-000006.png,LDep-000006.fdd
images/frida2_scene000006_v0080.png,80.0,000006,frida2,0.04890028756785182,LIma-000006.png,LDep-000006.fdd
images/frida2_scene000006_v0100.png,100.0,000006,frida2,0.03912023005428146,LIma-000006.png,LDep-000006.fdd
images/frida2_scene000006_v0150.png,150.0,000006,frida2,0.026080153369520975,LIma-000006.png,LDep-000006.fdd
images/frida2_scene000006_v0200.png,200.0,000006,frida2,0.01956011502714073,LIma-000006.png,LDep-000006.fdd
images/frida2_scene000006_v0300.png,300.0,000006,frida2,0.013040076684760487,LIma-000006.png,LDep-000006.fdd
images/frida2_scene000006_v0500.png,500.0,000006,frida2,0.007824046010856293,LIma-000006.png,LDep-000006.fdd
images/frida2_scene000006_v0800.png,800.0,000006,frida2,0.0048900287567851825,LIma-000006.png,LDep-000006.fdd
images/frida2_scene000007_v0050.png,50.0,000007,frida2,0.07824046010856292,LIma-000007.png,LDep-000007.fdd
images/frida2_scene000007_v0080.png,80.0,000007,frida2,0.04890028756785182,LIma-000007.png,LDep-000007.fdd
images/frida2_scene000007_v0100.png,100.0,000007,frida2,0.03912023005428146,LIma-000007.png,LDep-000007.fdd
images/frida2_scene000007_v0150.png,150.0,000007,frida2,0.026080153369520975,LIma-000007.png,LDep-000007.fdd
images/frida2_scene000007_v0200.png,200.0,000007,frida2,0.01956011502714073,LIma-000007.png,LDep-000007.fdd
images/frida2_scene000007_v0300.png,300.0,000007,frida2,0.013040076684760487,LIma-000007.png,LDep-000007.fdd
images/frida2_scene000007_v0500.png,500.0,000007,frida2,0.007824046010856293,LIma-000007.png,LDep-000007.fdd
images/frida2_scene000007_v0800.png,800.0,000007,frida2,0.0048900287567851825,LIma-000007.png,LDep-000007.fdd
images/frida2_scene000008_v0050.png,50.0,000008,frida2,0.07824046010856292,LIma-000008.png,LDep-000008.fdd
images/frida2_scene000008_v0080.png,80.0,000008,frida2,0.04890028756785182,LIma-000008.png,LDep-000008.fdd
images/frida2_scene000008_v0100.png,100.0,000008,frida2,0.03912023005428146,LIma-000008.png,LDep-000008.fdd
images/frida2_scene000008_v0150.png,150.0,000008,frida2,0.026080153369520975,LIma-000008.png,LDep-000008.fdd
images/frida2_scene000008_v0200.png,200.0,000008,frida2,0.01956011502714073,LIma-000008.png,LDep-000008.fdd
images/frida2_scene000008_v0300.png,300.0,000008,frida2,0.013040076684760487,LIma-000008.png,LDep-000008.fdd
images/frida2_scene000008_v0500.png,500.0,000008,frida2,0.007824046010856293,LIma-000008.png,LDep-000008.fdd
images/frida2_scene000008_v0800.png,800.0,000008,frida2,0.0048900287567851825,LIma-000008.png,LDep-000008.fdd
images/frida2_scene000009_v0050.png,50.0,000009,frida2,0.07824046010856292,LIma-000009.png,LDep-000009.fdd
images/frida2_scene000009_v0080.png,80.0,000009,frida2,0.04890028756785182,LIma-000009.png,LDep-000009.fdd
images/frida2_scene000009_v0100.png,100.0,000009,frida2,0.03912023005428146,LIma-000009.png,LDep-000009.fdd
images/frida2_scene000009_v0150.png,150.0,000009,frida2,0.026080153369520975,LIma-000009.png,LDep-000009.fdd
images/frida2_scene000009_v0200.png,200.0,000009,frida2,0.01956011502714073,LIma-000009.png,LDep-000009.fdd
images/frida2_scene000009_v0300.png,300.0,000009,frida2,0.013040076684760487,LIma-000009.png,LDep-000009.fdd
images/frida2_scene000009_v0500.png,500.0,000009,frida2,0.007824046010856293,LIma-000009.png,LDep-000009.fdd
images/frida2_scene000009_v0800.png,800.0,000009,frida2,0.0048900287567851825,LIma-000009.png,LDep-000009.fdd
images/frida2_scene000010_v0050.png,50.0,000010,frida2,0.07824046010856292,LIma-000010.png,LDep-000010.fdd
images/frida2_scene000010_v0080.png,80.0,000010,frida2,0.04890028756785182,LIma-000010.png,LDep-000010.fdd
images/frida2_scene000010_v0100.png,100.0,000010,frida2,0.03912023005428146,LIma-000010.png,LDep-000010.fdd
images/frida2_scene000010_v0150.png,150.0,000010,frida2,0.026080153369520975,LIma-000010.png,LDep-000010.fdd
images/frida2_scene000010_v0200.png,200.0,000010,frida2,0.01956011502714073,LIma-000010.png,LDep-000010.fdd
images/frida2_scene000010_v0300.png,300.0,000010,frida2,0.013040076684760487,LIma-000010.png,LDep-000010.fdd
images/frida2_scene000010_v0500.png,500.0,000010,frida2,0.007824046010856293,LIma-000010.png,LDep-000010.fdd
images/frida2_scene000010_v0800.png,800.0,000010,frida2,0.0048900287567851825,LIma-000010.png,LDep-000010.fdd
images/frida2_scene000011_v0050.png,50.0,000011,frida2,0.07824046010856292,LIma-000011.png,LDep-000011.fdd
images/frida2_scene000011_v0080.png,80.0,000011,frida2,0.04890028756785182,LIma-000011.png,LDep-000011.fdd
images/frida2_scene000011_v0100.png,100.0,000011,frida2,0.03912023005428146,LIma-000011.png,LDep-000011.fdd
images/frida2_scene000011_v0150.png,150.0,000011,frida2,0.026080153369520975,LIma-000011.png,LDep-000011.fdd
images/frida2_scene000011_v0200.png,200.0,000011,frida2,0.01956011502714073,LIma-000011.png,LDep-000011.fdd
images/frida2_scene000011_v0300.png,300.0,000011,frida2,0.013040076684760487,LIma-000011.png,LDep-000011.fdd
images/frida2_scene000011_v0500.png,500.0,000011,frida2,0.007824046010856293,LIma-000011.png,LDep-000011.fdd
images/frida2_scene000011_v0800.png,800.0,000011,frida2,0.0048900287567851825,LIma-000011.png,LDep-000011.fdd
images/frida2_scene000012_v0050.png,50.0,000012,frida2,0.07824046010856292,LIma-000012.png,LDep-000012.fdd
images/frida2_scene000012_v0080.png,80.0,000012,frida2,0.04890028756785182,LIma-000012.png,LDep-000012.fdd
images/frida2_scene000012_v0100.png,100.0,000012,frida2,0.03912023005428146,LIma-000012.png,LDep-000012.fdd
images/frida2_scene000012_v0150.png,150.0,000012,frida2,0.026080153369520975,LIma-000012.png,LDep-000012.fdd
images/frida2_scene000012_v0200.png,200.0,000012,frida2,0.01956011502714073,LIma-000012.png,LDep-000012.fdd
images/frida2_scene000012_v0300.png,300.0,000012,frida2,0.013040076684760487,LIma-000012.png,LDep-000012.fdd
images/frida2_scene000012_v0500.png,500.0,000012,frida2,0.007824046010856293,LIma-000012.png,LDep-000012.fdd
images/frida2_scene000012_v0800.png,800.0,000012,frida2,0.0048900287567851825,LIma-000012.png,LDep-000012.fdd
images/frida2_scene000013_v0050.png,50.0,000013,frida2,0.07824046010856292,LIma-000013.png,LDep-000013.fdd
images/frida2_scene000013_v0080.png,80.0,000013,frida2,0.04890028756785182,LIma-000013.png,LDep-000013.fdd
images/frida2_scene000013_v0100.png,100.0,000013,frida2,0.03912023005428146,LIma-000013.png,LDep-000013.fdd
images/frida2_scene000013_v0150.png,150.0,000013,frida2,0.026080153369520975,LIma-000013.png,LDep-000013.fdd
images/frida2_scene000013_v0200.png,200.0,000013,frida2,0.01956011502714073,LIma-000013.png,LDep-000013.fdd
images/frida2_scene000013_v0300.png,300.0,000013,frida2,0.013040076684760487,LIma-000013.png,LDep-000013.fdd
